WEAPON,,INFO,,,,,,,PERKS,,,,,ANALYSIS,,
🖼️,Name,Season,Energy,Frame,Source,Stun,Ammo,⬆️,Barrel,Mag,Perk 1,Perk 2,Origin Trait,Notes,Rank,Tier
,Liminal Vigil,29,Stasis,Heavy Burst,Spire of the Watcher,,33,Yes,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine","Headstone
Crystalline Corpsebloom
Attrition Orbs","Rimestealer
Kill Clip",Tex Balanced Stock,"worse origin trait than RotN verison, but has Crystalline",19,B
,Mykel's Reverence,29,Strand,Rapid,Root of Nightmares,,67,Yes,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine","Slice
Collective Demolition","Hatchling
Master of Arms",Harmonic Resonance,similar to Breachlight just worse origin trait and much better ammo gen,20,B
,Breachlight,24,Strand,Heavy Burst,Xur,,27,Yes,Fluted Barrel,Alloy Magazine,Slice,"Hatchling
Desperate Measures",Cast No Shadows,"maybe the only primary to make good use of this origin trait, decent strand splash otherwise",21,B
,Buzzard,29,Kinetic,Adaptive,Zavala,,44,Yes,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine","Compulsive Reloader
Overflow",Kinetic Tremors,Vanguard Determination,"decent frame, mediocre origin, just worse than Empirical Evidence for KT usage",22,B
,Faustus Decline,27,Stasis,Lightweight,"Tenet of Bravery, Banshee",,50,Yes,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine",Rimestealer,Headstone,Bray Legacy,"dated stasis combo, good origin, okay frame",23,B
,Fioritura-59,19,Void,Rapid,Banshee,,63,No,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine",Threat Detector,Repulsor Brace,Suros Synergy,"with artifact volatile access, usable option, otherwise not very good",24,C
,Senuna SI6,20,Stasis,Adaptive Burst,Banshee,,46,No,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine","Grave Robber
Feeding Frenzy",Headstone,Omolon Fluid Dynamics,"very dated first column and bad origin, everything else pretty good",25,C
,Boudica-C,18,Kinetic,Precision,Banshee,,34,No,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine","Pugilist
Threat Detector","Surrounded
Frenzy",Häkke Breach Armaments,"better 1st column than The Vision, decent strength single target perks, otherwise bad",26,C
,Allied Demand,29,Kinetic,Adaptive,Iron Banner,,44,Yes,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine","Rapid Hit
Auto-Loading Holster","Frenzy
Multikill Clip",Skulking Wolf,"decent frame, solid origin, otherwise very typical reload + single target perks",27,C
,Controlling Vision,24,Kinetic,Adaptive,Banshee,,50,Yes,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine",Surplus,"Surrounded
High Ground",Field-Tested,"decent reload thanks to origin, more modernized single target perks, decent frame",28,C
,The Last Dance,29,Arc,Adaptive Burst,"Zavala, Dares",,45,Yes,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine","Threat Detector
Outlaw","Dragonfly
Kill Clip",Vanguard Determination,"okay origin, good frame, neutral perks decent for this tier",29,C
,The Vision,14,Arc,Adaptive Burst,Xur,,47,No,Quickdot SAS,Alloy Magazine,"Grave Robber
Surplus","Kill Clip
One for All",None,"bad reload perks + outdated roam perks, no origin, good frame",30,C
,The Fool's Remedy,11,Solar,Rapid,Iron Banner,,69,No,Quickdot SAS,"High-Caliber Rounds
Alloy Magazine",Feeding Frenzy,Kill Clip,None,"very typical reload + single target option, no origin and decent frame",31,C
,Redback-5SI,16,Solar,Lightweight,Banshee,,45,No,Fluted Barrel,Alloy Magazine,Compulsive Reloader,"Surrounded
Rampage",Veist Stinger,"decent frame, bad reload perks but decent single target perks, decent origin",32,C
,Spoiler Alert,29,Kinetic,Lightweight,"Zavala, Dares",,27,Yes,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine","Threat Detector
Feeding Frenzy","Frenzy
Swashbuckler",Vanguard Determination,"okay reload perks + okay single target perks, okay frame, middling origin",33,C
,A Swift Verdict,15,Void,Precision,Prophecy,,32,No,Quickdot SAS,"High-Caliber Rounds
Alloy Magazine",Threat Detector,"Surrounded
Kill Clip",None,bad frame but solid single target perk combo for era,34,C
,Lonesome,29,Kinetic,Precision,Gambit,,39,Yes,Fluted Barrel,"High-Caliber Rounds
Alloy Magazine",Rapid Hit,"Kill Clip
Swashbuckler",Gun and Run,"standard reload + single target perks, bad frame and origin",35,C
,Enigma's Draw,10,Kinetic,Precision,"Xur, Dares",,33,No,Quickdot SAS,"High-Caliber Rounds
Alloy Magazine",Grave Robber,Swashbuckler,None,"melee-specific perks, everything else awful",36,C
,Farewell,14,Kinetic,Lightweight,"Xur, Dares",,28,No,Fluted Barrel,Alloy Magazine,Subsistence,"Adrenaline Junkie
Multikill Clip
Frenzy",None,"pretty awful 1st column, 2nd column also bad even for single target perk standards, okay frame",37,C
,High Albedo,12,Kinetic,Adaptive Burst,Europa,,47,No,Fluted Barrel,Alloy Magazine,Threat Detector,"Unrelenting
Demolitionist",None,no real damage perks,38,D
