WEAPON,,INFO,,,,,,,PERKS,,,,,ANALYSIS,,
🖼️,Name,Season,Energy,Frame,Source,Stun,Ammo,⬆️,Barrel,Mag,Perk 1,Perk 2,Origin Trait,Notes,Rank,Tier
,Nox Sidereal IV,28,Stasis,Aggressive,"Tenet of Bravery, Zavala",,31,Yes,"Fluted Barrel
Arrowhead Brake",Accelerated Coils,"Clown Cartridge
Demolitionist","Discord
Crystalline Corpsebloom",Accelerated Assault,"Discord is in the wrong column, has good origin but worst frame and awful 1st column",33,D
,Cruoris FR4,26,Arc,Aggressive,Banshee,,30,Yes,"Fluted Barrel
Arrowhead Brake",Accelerated Coils,"Clown Cartridge
Discord",Successful Warm-Up,Omolon Fluid Dynamics,Discord + SWU is okay in theory but has the worst frame and a bad origin,34,D
,Iota Draconis,15,Solar,High-Impact,"Xur, Dares",,18,No,"Fluted Barrel
Arrowhead Brake",Accelerated Coils,Lead from Gold,Frenzy,None,best frame but barely scrapes by with a 15% damage perk and no loader perk,35,D
,Exile's Curse,29,Solar,High-Impact,Trials,,26,Yes,"Fluted Barrel
Arrowhead Brake",Accelerated Coils,Heal Clip,"Vorpal Weapon
Incandescent",Wild Card,"useless 1st column with a 15% damage perk, at least it's the best frame",36,D
,Likely Suspect,29,Void,Rapid,Throne World,,52,Yes,"Fluted Barrel
Arrowhead Brake",Accelerated Coils,Repulsor Brace,Destabilizing Rounds,Psychohack,"only usable perk combo on this is purely add clear with no Discord, origin is decent though",37,D
,Coriolis Force,29,Void,Aggressive,Europa,,34,Yes,"Fluted Barrel
Arrowhead Brake",Accelerated Coils,Lead from Gold,Controlled Burst,Winterized Gear,no loader perk with Controlled Burst on a terrible frame,38,D
,Snorri FR5,16,Void,Precision,Banshee,,38,No,"Fluted Barrel
Arrowhead Brake",Accelerated Coils,"Surplus
Compulsive Reloader","Frenzy
Reservoir Burst",Omolon Fluid Dynamics,decent frame but no real loader perks and zero support for Reservoir Burst,39,E
,Hollow Words,26,Arc,Precision,Xur,,26,Yes,"Fluted Barrel
Arrowhead Brake",Accelerated Coils,Lead from Gold,"Successful Warm-Up
Rampage",Paracausal Fluid,decent frame but no loader perk or relevant sustained damage perks,40,E
,Trinary System,13,Solar,Adaptive,Gambit,,40,No,"Fluted Barrel
Arrowhead Brake",Accelerated Coils,Auto-Loading Holster,"Backup Plan
Demolitionist",Gun and Run,"no real boss damage perks, just has ALH",41,E
,Timelines' Vertex,10,Solar,Adaptive,Xur,,50,No,Candle PS,Accelerated Coils,Auto-Loading Holster,"Backup Plan
Demolitionist",None,"no real boss damage perks, just has ALH",42,E
,The Epicurean,29,Void,Precision,Duality,,39,Yes,"Fluted Barrel
Arrowhead Brake",Accelerated Coils,Surplus,Backup Plan,To Excess,"besides having 2nd best frame, everything else is terrible",43,E
